Site Name,Experiment Name,Experiment Number,Treatments_all,Treatment,Treatment replication,Vegetation type,Plants specs,Start Date,Start Year,End Year,End Date,Age at start,Remarks,Water,Start of w treatment,End of w treatment,WQuantity control,WQuantity treament,Unit WQuantity,WRegulation,WDistribution,SWC change,Warming,TQuantity air control,TQuantity air treatment,TQuantity soil control,TQuantity soil treatment,TDistribution,Warming type,CO2,CQuantity Control,CQuantity Treatment,Cdistribution,Fumigation type,Nutrients,Type,QuantityAll,DistributionAll,N form,N Quantity control,N Quantity treatment,N Quantity unit,N Distribution,P form,P Quantity control,P Quantity treatment,P Quantity unit,P Distribution,K form,K Quantity control,K Quantity treatment,K Quantity unit,K Distribution,Other nutrient forms,Other nutrients quantity control,Other nutrients quantity treatment,Extra nutrient info,Other treatments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heshan_Eucalyptus,Heshan_Eucalyptus_fP,728,Fertilization,f,3,Eucalyptus urophylla,,,2006,,,,,Irrigation,,,,"for fertilizer addition, control got water only",,,,,Ambient,,,,,,,Ambient,,,,,Treatment,KH2PO4,1 g P m-2 y-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heshan_Eucalyptus,Heshan_Eucalyptus_fNP,729,Fertilization,f,3,Eucalyptus urophylla,,,2006,,,,,Irrigation,,,,"for fertilizer addition, control got water only",,,,,Ambient,,,,,,,Ambient,,,,,Treatment,NH4NO3+KH2PO4,5 g N m-2 y-1 + 1 g P m-2 y-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMGERS_HG,IMGERS_HG_f,730,Fertilization,f,4,"Artemisia scoparia,
Artemisia frigida, Carex korshinskyi and Potentilla tanacetifolia",,15 May 2005,2005,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,urea,25 kg N ha-1,once per year (om 15 May),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMGERS_HG,IMGERS_HG_f+,731,Fertilization,f,4,"Artemisia scoparia,
Artemisia frigida, Carex korshinskyi and Potentilla tanacetifolia",,15 May 2005,2005,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,urea,50 kg N ha-1,once per year (om 15 May),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMGERS_HG,IMGERS_HG_hf,732,Fertilization,fi,4,"Artemisia scoparia,
Artemisia frigida, Carex korshinskyi and Potentilla tanacetifolia",,15 May 2005,2005,,,,,Precipitation simulation,,,,,,,"irrigated at 10-day intervals with the amount of the average wet
year 10-day precipitation during the same period",,Ambient,,,,,,,Ambient,,,,,Treatment,urea,25 kg N ha-1,once per year (om 15 May),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMGERS_HG,IMGERS_HG_hf+,733,Fertilization,fi,4,"Artemisia scoparia,
Artemisia frigida, Carex korshinskyi and Potentilla tanacetifolia",,15 May 2005,2005,,,,,Precipitation simulation,,,,,,,"irrigated at 10-day intervals with the amount of the average wet
year 10-day precipitation during the same period",,Ambient,,,,,,,Ambient,,,,,Treatment,urea,50 kg N ha-1,once per year (om 15 May),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMGERS_HG,IMGERS_HG_h,734,Fertilization,i,4,"Artemisia scoparia,
Artemisia frigida, Carex korshinskyi and Potentilla tanacetifolia",,15 May 2005,2005,,,,,Precipitation simulation,,,,,,,"irrigated at 10-day intervals with the amount of the average wet
year 10-day precipitation during the same period",,Ambient,,,,,,,Ambient,,,,,No manipulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern African Wildlife College,SAWC_h,739,FertilizationxWater,p,5,"Acacia nigrescens, Acacia nilotica, Acacia tortilis, Dichrostachys cinerea, Colophospermum  mopane, Combretum  apiculatum, Schotia brachypetala, Peltophorum  africanum",,November 2009,2009,,,,,Irrigation,,,,,,even watering: 46.3 mm every 2 weeks,46.3 mm every two weeks,,Ambient,,,,,,,Ambient,,,,,No manipulation,,,,,,,,,,,,,,,,,,,,,,"Irrigated plots received a little less water in total, but were less drought stressed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern African Wildlife College,SAWC_hf,740,FertilizationxWater,fp,5,"Acacia nigrescens, Acacia nilotica, Acacia tortilis, Dichrostachys cinerea, Colophospermum  mopane, Combretum  apiculatum, Schotia brachypetala, Peltophorum  africanum",,November 2009,2009,,,,,Irrigation,,,,,,even watering: 46.3 mm every 2 weeks,46.3 mm every two weeks,,Ambient,,,,,,,Ambient,,,,,Treatment,NPK,4 g N m-2,once before seedlings were transplanted,,,,,,,,,,,,,,,,,,,"Irrigated plots received a little less water in total, but were less drought stressed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern African Wildlife College,SAWC_f,741,FertilizationxWater,f,5,"Acacia nigrescens, Acacia nilotica, Acacia tortilis, Dichrostachys cinerea, Colophospermum  mopane, Combretum  apiculatum, Schotia brachypetala, Peltophorum  africanum",,November 2009,2009,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,NPK,4 g N m-2,once before seedlings were transplanted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ebbegarde,Ebbegarde_f1,742,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,NPK,,yearly; variable quantity,,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ebbegarde,Ebbegarde_f2,743,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,NPK,,every 2 years; variable quantity,,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ebbegarde,Ebbegarde_f3,744,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,NPK,,every 3 years; variable quantity,,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ebbegarde,Ebbegarde_fANP,745,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,Ash + NP,,"ash every 5th year, NP every 2 years as in f2",,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ebbegarde,Ebbegarde_fSN,746,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,Sludge + N,,"sludge every 5th year, N every 2 years as in f2",,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grangshammar,Grangshammar_f1,762,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,NPK,,yearly; variable quantity,,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grangshammar,Grangshammar_f2,763,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,NPK,,every 2 years; variable quantity,,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grangshammar,Grangshammar_f3,764,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,NPK,,every 3 years; variable quantity,,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grangshammar,Grangshammar_fANP,765,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,Ash + NP,,"ash every 5th year, NP every 2 years as in f2",,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grangshammar,Grangshammar_fSN,766,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,Sludge + N,,"sludge every 5th year, N every 2 years as in f2",,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valbo,Valbo_f1,767,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,NPK,,yearly; variable quantity,,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valbo,Valbo_f2,768,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,NPK,,every 2 years; variable quantity,,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valbo,Valbo_f3,769,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,NPK,,every 3 years; variable quantity,,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valbo,Valbo_fANP,770,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,Ash + NP,,"ash every 5th year, NP every 2 years as in f2",,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valbo,Valbo_fSN,771,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,Sludge + N,,"sludge every 5th year, N every 2 years as in f2",,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molnbacka,Molnbacka_f1,772,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,NPK,,yearly; variable quantity,,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molnbacka,Molnbacka_f2,773,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,NPK,,every 2 years; variable quantity,,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molnbacka,Molnbacka_f3,774,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,NPK,,every 3 years; variable quantity,,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molnbacka,Molnbacka_fANP,775,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,Ash + NP,,"ash every 5th year, NP every 2 years as in f2",,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molnbacka,Molnbacka_fSN,776,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,Sludge + N,,"sludge every 5th year, N every 2 years as in f2",,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracke,Bracke_f1,777,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,NPK,,yearly; variable quantity,,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracke,Bracke_f2,778,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,NPK,,every 2 years; variable quantity,,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracke,Bracke_f3,779,Fertilization,f,3,Picea abies,,,2002,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,NPK,,every 3 years; variable quantity,,,,,,,,,,,,,,,,,,,"details about fertilization in Bergh et al 2008, Appendix A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlpFlix,AlpFlix_fN,780,Fertilization,f,10,"Festuca, Nardus, Carex",,,2006,,,,"n=10 for control, n=9 for treatment",No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,NH4NO3,50 kg N ha-1 y-1,biweekly in May and June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlpFlix,AlpFlix_fNP,781,Fertilization,f,10,"Festuca, Nardus, Carex",,,2006,,,,"n=10 for control, n=9 for treatment",No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,NH4NO3 + P2O5,50 kg N ha-1 y-1 + 60 kg P ha-1 y-1,biweekly in May and June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlpFlix,AlpFlix_fP,782,Fertilization,f,10,"Festuca, Nardus, Carex",,,2006,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Treatment,P2O5,60 kg P ha-1 y-1,biweekly in May and June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sedgwick,Sedgwick_fN,783,Fertilization,f,3,"Bromus hordeaceus, B. madritensis, Brassica nigra, Erodium cicutarium, Amisinckia mensiezii, Clarkia purpurea",,May 2005,2005,,,,,No manipulation,,,,,,,,,Ambient,,,,,,,Ambient,,,,,Fertilizer application,Ca(NO3)2),4 g N m-2 y-1,quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
