variable,reference,lat,lon,mat,map,ph_soil,species,family,genus,photopathway,legume,managed,growthform,functionaltype,broadleaf_conifer,evergreen_deciduous,ninorg_form,ndep_kg_ha_yr,duration_yr,load,value_t,value_c,n_t,n_c,sd_t,sd_c,ln_rr,v,w,cluster,w_dash,,,,,,,,,,,,,,,,
PNUE,Sun-2016-Acta Ecologica Sinica,42.40N,128.96E,3.6,695,5.85,Tilia amurensis,Malvaceae,Tilia,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Deciduous,NH4NO3,69,NA,NA,167,140.8,4,4,21.4,24.6,0.17065,0.01174,85.20344,29,85.20344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNUE,Sun-2016-Acta Ecologica Sinica,42.40N,128.96E,3.6,695,5.85,Pinus koriaensis,Pinaceae,Pinus,C3,non-legumes,Natural,Woody,Tree,Conifer,Evergreen,NH4NO3,46,NA,NA,207.7,169.8,4,4,29,19.4,0.20147,0.00814,122.89344,30,122.89344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNUE,Sun-2016-Acta Ecologica Sinica,42.40N,128.96E,3.6,695,5.85,Tilia amurensis,Malvaceae,Tilia,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Deciduous,NH4NO3,23,NA,NA,177.5,140.8,4,4,26.2,24.6,0.23163,0.01308,76.46272,31,38.23136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNUE,Sun-2016-Acta Ecologica Sinica,42.40N,128.96E,3.6,695,5.85,Tilia amurensis,Malvaceae,Tilia,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Deciduous,NH4NO3,46,NA,NA,210.5,140.8,4,4,27.6,24.6,0.40215,0.01193,83.82729,31,41.913645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNUE,Sun-2018-Journal of Forestry Research,42.40N,128.96E,3.6,695,5.85,Fraxinus mandshurica,Oleaceae,Fraxinus,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Deciduous,NH4NO3,69,NA,NA,142.6,179.5,4,4,12.4,35.6,-0.23013,0.01172,85.29566,32,14.21594333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNUE,Sun-2018-Journal of Forestry Research,42.40N,128.96E,3.6,695,5.85,Fraxinus mandshurica,Oleaceae,Fraxinus,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Deciduous,NH4NO3,69,NA,NA,70.3,68.6,4,4,12.8,16.4,0.02448,0.02258,44.29432,32,7.382386667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNUE,Sun-2018-Journal of Forestry Research,42.40N,128.96E,3.6,695,5.85,Fraxinus mandshurica,Oleaceae,Fraxinus,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Deciduous,NH4NO3,23,NA,NA,193.4,179.5,4,4,29.8,35.6,0.07459,0.01577,63.41517,32,10.569195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNUE,Sun-2018-Journal of Forestry Research,42.40N,128.96E,3.6,695,5.85,Fraxinus mandshurica,Oleaceae,Fraxinus,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Deciduous,NH4NO3,23,NA,NA,75.8,68.6,4,4,23.4,16.4,0.09981,0.03811,26.23757,32,4.372928333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNUE,Sun-2018-Journal of Forestry Research,42.40N,128.96E,3.6,695,5.85,Fraxinus mandshurica,Oleaceae,Fraxinus,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Deciduous,NH4NO3,46,NA,NA,223.8,179.5,4,4,23.4,35.6,0.22058,0.01257,79.57575,32,13.262625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNUE,Sun-2018-Journal of Forestry Research,42.40N,128.96E,3.6,695,5.85,Fraxinus mandshurica,Oleaceae,Fraxinus,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Deciduous,NH4NO3,46,NA,NA,100.3,68.6,4,4,27.4,16.4,0.37987,0.03295,30.35348,32,5.058913333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNUE,Talhelm-2011-Ecological Applications,44N,85W,6,880,4.5,Acer saccharum,Sapindaceae,Acer,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Deciduous,NO3-,30,14,420,3.6,4.01,3,3,0.33,0.36,-0.10786,0.00553,180.89679,33,180.89679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNUE,Wang-2008-Journal of Integrative Plant Biology,NA,NA,NA,NA,NA,Andropogon gerardii,Poaceae,Andropogon,C4,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,50,NA,NA,0.55,0.49,4,4,0.16,0.11,0.11435,0.03476,28.76636,34,28.76636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNUE,Wang-2008-Journal of Integrative Plant Biology,NA,NA,NA,NA,NA,Solidago canadensis,Asteraceae,Solidago,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,50,NA,NA,0.09,0.08,4,4,0.02,0.02,0.11507,0.021329999999999998,46.87598,35,46.87598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNUE,Wang-2012-Plos One,42.40N,128.96E,3.6,695,5.85,Fraxinus mandshurica,Oleaceae,Fraxinus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,100,3,300,126.4,100.8,6,6,34.6,28.1,0.22631,0.02544,39.3074,36,39.3074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNUE,Yan-2013-Acta Ecologica Sinica,29.20N,118.20E,15.3,1964,5.3,Cyclobalanopsis glauca,Fagaceae,Cyclobalanopsis,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,3,300,8.29,9.32,3,3,0.53,1.01,-0.11683,0.00525,190.43314,37,190.43314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNUE,Yan-2013-Acta Ecologica Sinica,29.20N,118.20E,15.3,1964,5.3,Elaeocarpus glabripetalus,Elaeocarpaceae,Elaeocarpus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,3,300,10.3,10.97,3,3,1.82,1.68,-0.06272,0.01826,54.76381,38,54.76381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNUE,Yan-2013-Acta Ecologica Sinica,29.20N,118.20E,15.3,1964,5.3,Schima superba,Theaceae,Schima,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,3,300,14.5,13.79,3,3,0.82,1.87,0.05082,0.0072,138.82555,39,138.82555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNUE,Yan-2013-Acta Ecologica Sinica,29.20N,118.20E,15.3,1964,5.3,Liquidambar formosana,Altingiaceae,Liquidambar,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,100,3,300,17.59,15.68,3,3,0.34,2.5,0.11499,0.00857,116.6568,40,116.6568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNUE,Zhu-2014-Journal of Plant Ecology,23.16N,112.16E,21,1927,5.03,Randia canthioides,Rubiaceae,Randia,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,150,3,450,4.57,6.25,3,3,0.92,0.97,-0.31349,0.02165,46.19645,43,46.19645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNUE,Zhu-2014-Journal of Plant Ecology,23.16N,112.16E,21,1927,5.03,Cryptocarya concinna,Lauraceae,Cryptocarya,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,150,3,450,4.85,4.68,3,3,0.56,1.07,0.03451,0.02166,46.15828,44,46.15828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Bai-2014-Chinese Journal of Plant Ecology,43.63N,116.7E,0.3,340,7.5,Leymus chinensis,Poaceae,Leymus,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,105,2,210,87.67,72.33,5,9,8.59,14.25,0.19,0.00623,160.48,1,160.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Barker-2006-New Phytologist,36.82N,115.92W,15.5,132,8.4,Larrea tridentata,Zygophyllaceae,Larrea,C3,non-legumes,Natural,Woody,Shrub,NA,NA,NO3-,40,3,120,49.1,51.2,4,4,5.2,3.8,-0.04,0.00418,239.17,2,239.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Bauer-2004-Forest Ecology and Management,42.30N,72.10W,7.7,1159,5,Pinus resinosa,Pinaceae,Pinus,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,NH4NO3,150,11,1650,37.92,34.68,6,6,5.34,5.85,0.09,0.00805,124.16,3,124.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Bubier-2011-Oecologia,45.67N,75.83W,6,944,5,Vaccinium myrtilloides,Ericaceae,Vaccinium,C3,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,64,3,192,110.8,115.9,7,7,18.78,18.52,-0.05,0.00775,128.97,4,128.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Bubier-2011-Oecologia,45.67N,75.83W,6,944,5,Chamaedaphne calyculata,Ericaceae,Chamaedaphne,C3,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,64,3,192,78.7,81.4,7,7,11.11,16.14,-0.03,0.00846,118.15,5,118.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Bubier-2011-Oecologia,45.67N,75.83W,6,944,5,Ledum groenlandicum,Ericaceae,Ledum,C3,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,64,3,192,72,65,7,7,10.05,14.29,0.1,0.00969,103.23,6,103.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Bubier-2011-Oecologia,45.67N,75.83W,6,944,5,Chamaedaphne calyculata,Ericaceae,Chamaedaphne,C3,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,16,8,128,86.8,81.4,7,7,9.79,16.14,0.06,0.00743,134.54,7,134.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Bubier-2011-Oecologia,45.67N,75.83W,6,944,5,Ledum groenlandicum,Ericaceae,Ledum,C3,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,16,8,128,74.5,65,7,7,10.85,14.29,0.14,0.00993,100.7,8,100.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Bubier-2011-Oecologia,45.67N,75.83W,6,944,5,Vaccinium myrtilloides,Ericaceae,Vaccinium,C3,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,16,8,128,120.9,115.9,7,7,39.69,18.52,0.04,0.01904,52.52,9,52.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Calfapietra-2005-Environmental Pollution,42.37N,11.8E,14.8,422,7.4,Populus xeuramericana,Salicaceae,Populus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,Other,251,2,502,123.1,129.2,3,3,5.37,6.24,-0.05,0.00141,708.94,15,236.3133333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Calfapietra-2005-Environmental Pollution,42.37N,11.8E,14.8,422,7.4,Populus xeuramericana,Salicaceae,Populus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,Other,251,2,502,256.6,243,3,3,11.6,13.51,0.05,0.00171,584.08,15,194.6933333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Calfapietra-2005-Environmental Pollution,42.37N,11.8E,14.8,422,7.4,Populus xeuramericana,Salicaceae,Populus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,Other,251,2,502,149.3,132.3,3,3,20.61,7.45,0.12,0.00741,134.97,15,44.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Cárate‐Tandalla-2018-Biotropica,4.12S,78.97W,19.4,2230,5,Clarisia racemosa,Moraceae,Clarisia,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,Urea,50,6,300,278.17,266.41,4,4,35.9,34.54,0.04,0.00837,119.53,16,119.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Cárate‐Tandalla-2018-Biotropica,4.12S,78.97W,19.4,2230,5,Graffenrieda emarginata,Melastomataceae,Graffenrieda,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,Urea,50,6,300,221.96,215.42,4,4,29.12,28.45,0.03,0.00866,115.43,17,115.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Cárate‐Tandalla-2018-Biotropica,4.12S,78.97W,19.4,2230,5,Pouteria torta,Sapotaceae,Pouteria,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,Urea,50,6,300,222.61,248.1,4,4,36.57,26.41,-0.11,0.00958,104.36,18,104.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Cárate‐Tandalla-2018-Biotropica,4.12S,78.97W,19.4,2230,5,Palicourea angustifolia,Rubiaceae,Palicourea,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,Urea,50,6,300,295.16,284.71,4,4,47.41,46.06,0.04,0.01299,76.97,19,76.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Cárate‐Tandalla-2018-Biotropica,4.12S,78.97W,19.4,2230,5,Hedyosmum purpuracens,Chloranthaceae,Hedyosmum,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,Urea,50,6,300,200.39,184.71,4,4,33.87,33.19,0.08,0.01521,65.74,20,65.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Cárate‐Tandalla-2018-Biotropica,4.12S,78.97W,19.4,2230,5,Graffenrieda harlingii,Melastomataceae,Graffenrieda,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,Urea,50,6,300,212.16,180.13,4,4,41.32,36.57,0.16,0.01979,50.54,21,50.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,H?ttenschwiler-1999-Oecology,46.97N,8.07E,7.7,1411,5.5,Picea abies,Pinaceae,Picea,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,NA,30,3,90,59.8,61.4,6,6,4.9,10.78,-0.03,0.00625,159.9,22,79.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,H?ttenschwiler-1999-Oecology,46.98N,8.08E,7.7,1411,5.5,Picea abies,Pinaceae,Picea,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,NA,90,3,270,69.8,61.4,6,6,9.31,10.78,0.13,0.0081,123.47,22,61.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Huang-2016-Acta Prataculturae Sinica,37.02N,80.73E,11.9,35.1,8.3,Alhagi sparsifolia,Fabaceae,Alhagi,C3,legumes,Natural,Woody,Shrub,NA,NA,Urea,NA,2,NA,93.14,104,4,4,5.42,12.2,-0.11,0.00429,233.23,23,38.87166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Huang-2016-Acta Prataculturae Sinica,37.02N,80.73E,11.9,35.1,8.3,Alhagi sparsifolia,Fabaceae,Alhagi,C3,legumes,Natural,Woody,Shrub,NA,NA,Urea,NA,2,NA,95.03,104,4,4,4.34,12.2,-0.09,0.00396,252.45,23,42.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Huang-2016-Acta Prataculturae Sinica,37.02N,80.73E,11.9,35.1,8.3,Alhagi sparsifolia,Fabaceae,Alhagi,C3,legumes,Natural,Woody,Shrub,NA,NA,Urea,NA,2,NA,95.86,104,4,4,6.24,12.2,-0.08,0.0045,222.32,23,37.05333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Huang-2016-Acta Prataculturae Sinica,37.02N,80.73E,11.9,35.1,8.3,Alhagi sparsifolia,Fabaceae,Alhagi,C3,legumes,Natural,Woody,Shrub,NA,NA,Urea,NA,2,NA,103.09,104.99,4,4,5.13,6.49,-0.02,0.00157,635.42,23,105.9033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Huang-2016-Acta Prataculturae Sinica,37.02N,80.73E,11.9,35.1,8.3,Alhagi sparsifolia,Fabaceae,Alhagi,C3,legumes,Natural,Woody,Shrub,NA,NA,Urea,NA,2,NA,114.83,104.99,4,4,11.89,6.49,0.09,0.00364,275.06,23,45.84333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Huang-2016-Acta Prataculturae Sinica,37.02N,80.73E,11.9,35.1,8.3,Alhagi sparsifolia,Fabaceae,Alhagi,C3,legumes,Natural,Woody,Shrub,NA,NA,Urea,NA,2,NA,123.08,104.99,4,4,21.35,6.49,0.16,0.00848,117.95,23,19.65833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Li-2014-Ecology & Environmental Sciences,37.8N,111.5E,3.5,800,6.81,Larix principis-rupprechtii,Pinaceae,Larix,C3,non-legumes,Natural,Woody,Tree,Conifer,Deciduous,NH4NO3,150,0.333333333,150,130.92,132.85,3,3,5.95,30.11,-0.01,0.01781,56.14,24,28.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Li-2014-Ecology & Environmental Sciences,37.8N,111.5E,3.5,800,6.81,Larix principis-rupprechtii,Pinaceae,Larix,C3,non-legumes,Natural,Woody,Tree,Conifer,Deciduous,NH4NO3,80,0.333333333,80,156.46,132.85,3,3,1.86,30.11,0.16,0.01717,58.24,24,29.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Liu-2008-Chinese Journal of Applied Ecology,47.35N,133.31E,1.9,550,6.1,Calamagrostis angustifolia,Poaceae,Calamagrostis,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,120,3,360,149.54,172.8,3,3,31.64,11.4,-0.14,0.01638,61.06,25,20.35333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Liu-2008-Chinese Journal of Applied Ecology,47.35N,133.31E,1.9,550,6.1,Calamagrostis angustifolia,Poaceae,Calamagrostis,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,60,3,180,185.59,172.8,3,3,30.74,11.4,0.07,0.0106,94.36,25,31.45333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Liu-2008-Chinese Journal of Applied Ecology,47.35N,133.31E,1.9,550,6.1,Calamagrostis angustifolia,Poaceae,Calamagrostis,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,240,4,960,192.53,172.8,3,3,1.06,11.4,0.11,0.00146,684.92,25,228.3066667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Liu-2016-Acta Prataculturae Sinica,48.5N,119.6E,-1.6,328.7,6.98,Stipa baicalensis,Poaceae,Stipa,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,30,6,180,57.81,55.2,5,5,4.49,6.8,0.05,0.00424,235.75,26,58.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Liu-2016-Acta Prataculturae Sinica,48.5N,119.6E,-1.6,328.7,6.98,Stipa baicalensis,Poaceae,Stipa,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,50,6,300,59.63,55.2,5,5,6.13,6.8,0.08,0.00514,194.39,26,48.5975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Liu-2016-Acta Prataculturae Sinica,48.5N,119.6E,-1.6,328.7,6.98,Stipa baicalensis,Poaceae,Stipa,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,150,6,900,60.94,55.2,5,5,4.2,6.8,0.1,0.00398,250.96,26,62.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Liu-2016-Acta Prataculturae Sinica,48.5N,119.6E,-1.6,328.7,6.98,Stipa baicalensis,Poaceae,Stipa,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,100,6,600,61.6,55.2,5,5,6.33,6.8,0.11,0.00514,194.42,26,48.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Liu-2016-Ecology & Environmental Sciences,48.5N,119.6E,-1.6,328.7,7.07,Leymus chinensis,Poaceae,Leymus,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,30,6,180,88.64,88.52,6,6,7.23,7.89,0,0.00243,411.38,27,102.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Liu-2016-Ecology & Environmental Sciences,48.5N,119.6E,-1.6,328.7,7.07,Leymus chinensis,Poaceae,Leymus,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,50,6,300,99.52,88.52,6,6,4.34,7.89,0.12,0.00164,609.93,27,152.4825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Liu-2016-Ecology & Environmental Sciences,48.5N,119.6E,-1.6,328.7,7.07,Leymus chinensis,Poaceae,Leymus,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,150,6,900,101.1,88.52,6,6,13.08,7.89,0.13,0.00411,243.13,27,60.7825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Liu-2016-Ecology & Environmental Sciences,48.5N,119.6E,-1.6,328.7,7.07,Leymus chinensis,Poaceae,Leymus,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,100,6,600,109.1,88.52,6,6,11.66,7.89,0.21,0.00323,309.91,27,77.4775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Liu-2016-New Zealand Journal of Forestry Science,34.27N,108.06E,13.2,674,8.6,Pinus tabuliformis,Pinaceae,Pinus,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,Urea,141.6,3,425,43.79,52.13,5,5,5.74,6.6,-0.17,0.00664,150.51,28,30.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Liu-2016-New Zealand Journal of Forestry Science,34.27N,108.06E,13.2,674,8.6,Pinus tabuliformis,Pinaceae,Pinus,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,Urea,35.4,3,106,50.2,52.13,5,5,6.44,6.6,-0.04,0.00649,154.07,28,30.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Liu-2016-New Zealand Journal of Forestry Science,34.27N,108.06E,13.2,674,8.6,Pinus tabuliformis,Pinaceae,Pinus,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,Urea,283.2,3,850,49.87,52.13,5,5,11.28,6.6,-0.04,0.01344,74.41,28,14.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Liu-2016-New Zealand Journal of Forestry Science,34.27N,108.06E,13.2,674,8.6,Pinus tabuliformis,Pinaceae,Pinus,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,Urea,17.7,3,53,50.67,52.13,5,5,8.76,6.6,-0.03,0.00918,108.97,28,21.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Liu-2016-New Zealand Journal of Forestry Science,34.27N,108.06E,13.2,674,8.6,Pinus tabuliformis,Pinaceae,Pinus,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,Urea,70.8,3,212,52.31,52.13,5,5,11.32,6.6,0,0.01257,79.53,28,15.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Lovelock-2004-Functional Ecology,9.21 N,82.15 W,26,2662,6.66,Rhizophora mangle L.,Rhizophoraceae,Rhizophora,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,Urea,30,2,60,45.2,46.5,8,8,1.41,2.26,-0.03,4.2e-4,2390.32,29,2390.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Loverlock-2003-Oecology,NA,NA,NA,NA,NA,Laguncularia racemosa,Combretaceae,Laguncularia,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,Urea,NA,1,NA,58.43,51.99,6,6,2.66,1.86,0.12,5.6e-4,1785.94,30,1785.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Loverlock-2003-Oecology,NA,NA,NA,NA,NA,Avicennia germinans,Acanthaceae,Avicennia,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,Urea,NA,1,NA,62.77,59.7,6,6,2.93,4.26,0.05,0.00121,826.44,31,826.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Makoto-2007-Photosynthetica,43.06N,141.20E,4.7,1393,4.9,Pinus koraiensis,Pinaceae,Pinus,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,NH4+,30,1,30,871.8,1054.4,4,4,69.2,53.2,-0.19,0.00221,452.17,32,452.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLA,Mao-2014-Chinese Geographical Science,47.58N,133.52E,2.5,566,6.3,Glyceria spiculosa,Poaceae,Glyceria,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,240,5,1200,151.31,139.82,3,3,5.3,12.71,0.08,0.00317,315.94,33,315.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
