variable,reference,lat,lon,mat,map,ph_soil,species,family,genus,photopathway,legume,managed,growthform,functionaltype,broadleaf_conifer,evergreen_deciduous,ninorg_form,ndep_kg_ha_yr,duration_yr,load,value_t,value_c,n_t,n_c,sd_t,sd_c,ln_rr,v,w,cluster,w_dash,,,,,,,,,,,,,,,,
LAI,Heilman-1994-Canadian Journal of Forest Research,47.21N,122.30W,10.7,1036,5.8,Populus trichocarpa?×?Populus deltoides,Salicaceae,Populus,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,167,3,501,8.5,6.55,6,6,1.253794,1.267675,0.260601,0.009869,101.326003,3,50.6630015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAI,Heilman-1994-Canadian Journal of Forest Research,47.21N,122.30W,10.7,1036,5.8,Populus trichocarpa?×?Populus deltoides,Salicaceae,Populus,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,167,2,334,6.016667,3.783333,6,6,0.902035,0.503653,0.463928,0.0067,149.257939,3,74.6289695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAI,Li-2015-Northern Horticulture,42.93N,111.28E,3.7,225,8.1,Medicago sativa,Fabaceae,Medicage,C3,legumes,Managed,Herb,Grass,NA,NA,NH4NO3,400,3,1200,11.6,9.5,3,3,1.9,1.3,0.199713,0.015185,65.85599,4,21.95199667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAI,Li-2015-Northern Horticulture,42.93N,111.28E,3.7,225,8.1,Medicago sativa,Fabaceae,Medicage,C3,legumes,Managed,Herb,Grass,NA,NA,NH4NO3,100,3,300,11.8,9.5,3,3,2.5,1.3,0.216808,0.021204,47.160699,4,15.720233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAI,Li-2015-Northern Horticulture,42.93N,111.28E,3.7,225,8.1,Medicago sativa,Fabaceae,Medicago,C3,legumes,Managed,Herb,Grass,NA,NA,NH4NO3,200,3,600,13.8,9.5,3,3,2.3,1.3,0.373377,0.015501,64.511218,4,21.50373933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAI,Lovelock-2006-Plant Cell and Environment,16.82N,88.1W,NA,NA,6.4,Rhizophora mangle,Rhizophoraceae,Rhizophora,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,Urea,NA,8,NA,0.371658,0.382353,3,3,0.189877,0.101885,-0.028371,0.110672,9.035676,5,4.517838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAI,Lovelock-2006-Plant Cell and Environment,16.82N,88.1W,NA,NA,6.3,Rhizophora mangle,Rhizophoraceae,Rhizophora,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,Urea,NA,8,NA,1.163102,1.128342,3,3,0.370492,0.273238,0.030341,0.053369,18.737441,5,9.3687205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAI,Palmroth-2014-Oecologia,64.23N,19.77E,1.5,591,4.6,Vaccinium myrtillus,Ericaceae,Vaccinium,C3,non-legumes,Managed,Woody,Shrub,NA,NA,NH4NO3,12.5,16,200,0.8,0.83,6,6,0.489897949,0.171464282,-0.0368,0.06961,14.37,6,7.182588297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAI,Palmroth-2014-Oecologia,64.23N,19.77E,1.5,591,4.6,Vaccinium vitis-idaea,Ericaceae,Vaccinium,C3,non-legumes,Managed,Woody,Shrub,NA,NA,NH4NO3,12.5,8,100,0.31,0.24,6,6,0.09797959,0.489897949,0.2559,0.71109,1.41,7,0.703142149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAI,Palmroth-2014-Oecologia,64.23N,19.77E,1.5,591,4.6,Vaccinium vitis-idaea,Ericaceae,Vaccinium,C3,non-legumes,Managed,Woody,Shrub,NA,NA,NH4NO3,50,8,400,0.31,0.24,6,6,0.122474487,0.489897949,0.2559,0.72046,1.39,7,0.694002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAI,Wang-2012-GCB Bioenergy,40.17N,88.19W,10.8,996,6.1,Miscanthus× giganteus,Poaceae,Miscanthus,C4,non-legumes,Managed,Herb,Grass,NA,NA,Urea,224,1,224,6.831625,5.443631,4,4,0.175695,0.614934,0.227116,0.003356,298.012306,8,99.33743533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAI,Wang-2012-GCB Bioenergy,40.17N,88.19W,10.8,996,6.1,Miscanthus× giganteus,Poaceae,Miscanthus,C4,non-legumes,Managed,Herb,Grass,NA,NA,Urea,224,1,224,6.726208,4.942899,4,4,0.316252,0.79063,0.30806,0.006949,143.907827,8,47.96927567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAI,Wang-2012-GCB Bioenergy,40.17N,88.19W,10.8,996,6.1,Miscanthus× giganteus,Poaceae,Miscanthus,C4,non-legumes,Managed,Herb,Grass,NA,NA,Urea,224,1,224,6.058565,4.407028,4,4,0.316252,0.597365,0.318273,0.005275,189.59087,8,63.19695667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Artacho-2016-Tree Physiology,34.13S,70.72W,NA,500,6.6,Prunus cerasus × Prunus canescens,Rosaceae,Prunus,C3,non-legumes,Managed,Woody,Shrub,NA,NA,Urea,60,7,420,71,45.6,3,3,24.59512,2.25167,0.44277,0.04081,24.50215,1,24.50215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,"Bucci-2006-Plant, Cell & Environment",15.95S,47.88W,21,1500,4.2,Ouratea hexasperma,Ochnaceae,Ouratea,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4+,100,5,500,5.90424,3.1,3,3,0.513185004,0.65560981,0.644268795,0.01742717,57.38166294,2,57.38166294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,"Bucci-2006-Plant, Cell & Environment",15.95S,47.88W,21,1500,4.2,Caryocar brasiliense,Caryocaraceae,Caryocar,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4+,100,5,500,11.41712,4.9,3,3,5.64341,0.23525,0.84588,0.08221,12.16391,3,12.16391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,"Bucci-2006-Plant, Cell & Environment",15.95S,47.88W,21,1500,4.2,Blepharocalyx salicifolius,Myrtaceae,Blepharocalyx,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4+,100,5,500,16.11552,5.7,3,3,5.64297,3.30377,1.03932,0.15285,6.54226,4,6.54226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,"Bucci-2006-Plant, Cell & Environment",15.95S,47.88W,21,1500,4.2,Schefflera macrocarpa,Araliaceae,Schefflera,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4+,100,5,500,8.90583,4.4,3,3,6.11321,2.08076,0.7051,0.23161,4.31768,5,4.31768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,"Bucci-2006-Plant, Cell & Environment",15.95S,47.88W,21,1500,4.2,Qualea parviflora,Vochysiaceae,Qualea,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4+,100,5,500,11.65839,5.6,3,3,7.21058,3.43783,0.73326,0.25313,3.95049,6,3.95049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Feller-1995-Ecological Monographs,16.82N,88.1W,NA,NA,6.3,Rhizophora mangle,Rhizophoraceae,Rhizophora,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4+,NA,2,NA,0.02199,0.0194,12,12,0.01032,0.00537,0.12536,0.02473,40.43658,7,40.43658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Kuers-1998-Canadian Journal of Forest Research,33.95N,83.37W,16.5,1258,6,Liquidambar styraciflua,Altingiaceae,Liquidambar,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,155,2,310,30.3,26.5,5,5,3.1305,3.57771,0.134,0.00578,173.00163,8,173.00163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Liu-2008-Agricultural Water Management,32.03N,118.83E,16,1080,6.5,Gossypium hirsutum,Malvaceae,Gossypium,C3,non-legumes,Natural,Woody,Shrub,NA,NA,Urea,240,1,240,0.3,0.25,3,3,0.05,0.06,0.18232,0.02846,35.13795,10,8.7844875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Liu-2008-Agricultural Water Management,32.03N,118.83E,16,1080,6.5,Gossypium hirsutum,Malvaceae,Gossypium,C3,non-legumes,Natural,Woody,Shrub,NA,NA,Urea,240,1,240,0.4,0.28,3,3,0.03,0.06,0.35667,0.01718,58.20341,10,14.5508525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Liu-2008-Agricultural Water Management,32.03N,118.83E,16,1080,6.5,Gossypium hirsutum,Malvaceae,Gossypium,C3,non-legumes,Natural,Woody,Shrub,NA,NA,Urea,480,1,480,0.4,0.25,3,3,0.04,0.06,0.47,0.02253,44.3787,10,11.094675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Liu-2008-Agricultural Water Management,32.03N,118.83E,16,1080,6.5,Gossypium hirsutum,Malvaceae,Gossypium,C3,non-legumes,Natural,Woody,Shrub,NA,NA,Urea,480,1,480,0.48,0.28,3,3,0.05,0.06,0.539,0.01892,52.84569,10,13.2114225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Liu-2016-New Zealand Journal of Forestry Science,34.27N,108.06E,13.2,674,8.6,Pinus tabuliformis,Pinaceae,Pinus,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,Urea,141.6,3,424.8,638.612,871.6322,5,5,126.06831,114.20248,-0.31107,0.01123,89.0674,11,22.26685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Liu-2016-New Zealand Journal of Forestry Science,34.27N,108.06E,13.2,674,8.6,Pinus tabuliformis,Pinaceae,Pinus,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,Urea,35.4,3,106.2,965.636,871.6322,5,5,200.74747,114.20248,0.10242,0.01208,82.80138,11,20.700345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Liu-2016-New Zealand Journal of Forestry Science,34.27N,108.06E,13.2,674,8.6,Pinus tabuliformis,Pinaceae,Pinus,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,Urea,17.7,3,53.1,981.197,871.6322,5,5,224.41447,114.20248,0.11841,0.0139,71.9661,11,17.991525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Liu-2016-New Zealand Journal of Forestry Science,34.27N,108.06E,13.2,674,8.6,Pinus tabuliformis,Pinaceae,Pinus,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,Urea,70.8,3,212.4,1143.7135,871.6322,5,5,393.85453,114.20248,0.27167,0.02715,36.83143,11,9.2078575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,"Martin-2010-Plant, Cell & Environment",32.70S,150.20E,NA,NA,5.5,Avicennia marina,Acanthaceae,Avicennia,C3,non-legumes,Natural,Woody,Shrub,NA,NA,Urea,NA,3,NA,2.2,2.1,9,9,1.2,0.9,0.04652,0.05347,18.70347,12,18.70347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Niu-2011-Journal of Environmental Monitoring,29.80N,121.78E,16,1375,5.8,Cinnamomum camphora,Lauraceae,Cinnamomum,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,30,2,60,0.1165,0.0866,30,30,0.0217,0.019,0.29659,0.00276,362.1823,13,90.545575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Niu-2011-Journal of Environmental Monitoring,29.80N,121.78E,16,1375,5.8,Cinnamomum camphora,Lauraceae,Cinnamomum,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,30,1,30,0.1283,0.0903,30,30,0.0198,0.0204,0.35123,0.0025,400.78331,13,100.1958275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Niu-2011-Journal of Environmental Monitoring,29.80N,121.78E,16,1375,5.8,Cinnamomum camphora,Lauraceae,Cinnamomum,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,60,1,60,0.1337,0.0903,30,30,0.0217,0.0204,0.39246,0.00258,387.69987,13,96.9249675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Niu-2011-Journal of Environmental Monitoring,29.80N,121.78E,16,1375,5.8,Cinnamomum camphora,Lauraceae,Cinnamomum,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,60,2,120,0.1692,0.0866,30,30,0.0195,0.019,0.66978,0.00205,488.45368,13,122.11342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Ruohomaki-1996-Ecology,69.75N,27E,-1.8,409,5.1,Betula pubescens,Betulaceae,Betula,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,193,3,579,6.03,5.13,3,3,0.51962,0.55426,0.16164,0.00637,157.07903,14,157.07903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,"Singh-2011-Proceedings of the National Academy of Sciences, India Section B",25.30N,80.02E,26.2,1100,7.4,Ageratum conyzoides,Asteraceae,Ageratum,C3,non-legumes,Managed,Herb,Forb,NA,NA,Urea,80,1,80,6.71,4.5,3,3,0.53694,0.79674,0.39952,0.01258,79.46728,15,79.46728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,"Singh-2011-Proceedings of the National Academy of Sciences, India Section B",25.30N,80.02E,26.2,1100,7.4,Parthenium hysterophorus,Asteraceae,Parthenium,C3,non-legumes,Managed,Herb,Forb,NA,NA,Urea,80,1,80,16.17,7.37,3,3,4.03568,4.03568,0.78574,0.12071,8.2842,16,8.2842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Tschaplinski-1991-Physiologia Plantarum,NA,NA,NA,NA,NA,Platanus occidentalis,Platanaceae,Platanus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,Urea,50,1,50,3196,2405,3,3,614.87804,758.63825,0.28435,0.04551,21.97519,17,5.4937975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Tschaplinski-1991-Physiologia Plantarum,NA,NA,NA,NA,NA,Platanus occidentalis,Platanaceae,Platanus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,Urea,75,2,150,3612,2405,3,3,744.78185,758.63825,0.40671,0.04734,21.12368,17,5.28092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Tschaplinski-1991-Physiologia Plantarum,NA,NA,NA,NA,NA,Platanus occidentalis,Platanaceae,Platanus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,Urea,150,1,150,4226,2405,3,3,1098.12021,758.63825,0.56371,0.05568,17.96138,17,4.490345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Tschaplinski-1991-Physiologia Plantarum,NA,NA,NA,NA,NA,Platanus occidentalis,Platanaceae,Platanus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,Urea,450,1,450,4785,2405,3,3,1020.17793,758.63825,0.68794,0.04832,20.69545,17,5.1738625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Wang-2014-Forest Ecology and Management,34.27N,108.07E,13.2,674,8,Pinus tabulaeformis,Pinaceae,Pinus,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,Urea,224,3,672,0.0709,0.0961,8,8,0.02885,0.03507,-0.30412,0.03735,26.77638,18,6.694095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Wang-2014-Forest Ecology and Management,34.27N,108.07E,13.2,674,8,Pinus tabulaeformis,Pinaceae,Pinus,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,Urea,28,3,84,0.1292,0.0961,8,8,0.05035,0.03507,0.29597,0.03563,28.06612,18,7.01653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Wang-2014-Forest Ecology and Management,34.27N,108.07E,13.2,674,8,Pinus tabulaeformis,Pinaceae,Pinus,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,Urea,56,3,168,0.1335,0.0961,8,8,0.05261,0.03507,0.32871,0.03606,27.73078,18,6.932695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Wang-2014-Forest Ecology and Management,34.27N,108.07E,13.2,674,8,Pinus tabulaeformis,Pinaceae,Pinus,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,Urea,112,3,336,0.1795,0.0961,8,8,0.07014,0.03507,0.62479,0.03574,27.98147,18,6.9953675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Watanabe-2008-Journal of Agricultural Meteorology,36.47N,139.18E,12,1449,5.9,Castanopsis sieboldii,Fagaceae,Castanopsis,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,20,2,40,0.0697,0.0653,3,3,0.0238,0.0087,0.06521,0.04478,22.3301,19,5.582525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Watanabe-2008-Journal of Agricultural Meteorology,36.47N,139.18E,12,1449,5.9,Castanopsis sieboldii,Fagaceae,Castanopsis,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,20,2,40,0.0674,0.0562,3,3,0.007,0.0042,0.18173,0.00546,183.24606,19,45.811515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Watanabe-2008-Journal of Agricultural Meteorology,36.47N,139.18E,12,1449,5.9,Castanopsis sieboldii,Fagaceae,Castanopsis,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,50,2,100,0.0961,0.0653,3,3,0.0216,0.0087,0.3864,0.02276,43.943,19,10.98575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Watanabe-2008-Journal of Agricultural Meteorology,36.47N,139.18E,12,1449,5.9,Castanopsis sieboldii,Fagaceae,Castanopsis,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,50,2,100,0.0898,0.0562,3,3,0.0155,0.0042,0.46867,0.01179,84.79895,19,21.1997375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Yamaguchi-2012-Trees,35.5N,140.2E,14.8,1482,5.89,Quercus serrata,Fagaceae,Quercus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,20,2,40,0.2448,0.2119,12,12,0.0168,0.0264,0.14433000000000001,0.00169,593.12963,20,296.564815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Yamaguchi-2012-Trees,35.5N,140.2E,14.8,1482,5.89,Quercus serrata,Fagaceae,Quercus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,50,2,100,0.2752,0.2119,12,12,0.0074,0.0264,0.26138,0.00135,738.68951,20,369.344755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Yamaguchi-2012-Trees,35.5N,140.2E,14.8,1482,5.89,Castanopsis sieboldii,Fagaceae,Castanopsis,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,20,2,40,0.0685,0.0594,12,12,0.0072,0.0062,0.14254,0.00183,546.88179,21,546.88179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Yamaguchi-2012-Trees,35.5N,140.2E,14.8,1482,5.89,Fagus crenata,Fagaceae,Fagus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,50,2,100,0.158,0.1257,12,12,0.0045,0.0217,0.2287,0.00255,391.9851,22,391.9851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Yamaguchi-2012-Trees,35.5N,140.2E,14.8,1482,5.89,Castanopsis sieboldii,Fagaceae,Castanopsis,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,50,2,100,0.0906,0.0594,12,12,0.015,0.0062,0.42216,0.00319,313.26964,23,313.26964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Yamaguchi-2012-Trees,35.5N,140.2E,14.8,1482,5.89,Fagus crenata,Fagaceae,Fagus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,20,2,40,0.1509,0.1257,12,12,0.0157,0.0217,0.18272,0.00339,295.36961,24,295.36961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Yamaguchi-2012-Trees,35.5N,140.2E,14.8,1482,5.89,Castanopsis sieboldii,Fagaceae,Castanopsis,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,20,2,40,0.0697,0.0653,12,12,0.0238,0.0087,0.06521,0.0112,89.32039,25,44.660195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Yamaguchi-2012-Trees,35.5N,140.2E,14.8,1482,5.89,Castanopsis sieboldii,Fagaceae,Castanopsis,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,50,2,100,0.0961,0.0653,12,12,0.0216,0.0087,0.3864,0.00569,175.772,25,87.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leaf area per plant,Zhang-2010-Journal of Environmental Quality,43.63N,116.7E,1.7,303,7.9,Leymus chinensis,Poaceae,Leymus,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4+,175,3,525,0.0031,0.0023,6,6,0.00122,2.4e-4,0.29849,0.0279,35.83597,27,35.83597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMA,Bethers-2009-Forest Ecology and Management,44.87N,68.11W,4.9,1400,4.8,Acer saccharum,Sapindaceae,Acer,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Deciduous,NH4+,25.2,17,428.4,32.1,31.8,11,11,2.05631,2.8523,0.00939,0.0011,905.4406,1,905.4406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMA,Cordell-2001-Tree Physiology,NA,NA,16,2500,NA,Metrosideros polymorpha,Myrtaceae,Metrosideros,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,Other,100,14,1400,236.911,253.27225,4,4,9.16228,20.94244,-0.06678,0.00208,480.02555,2,240.012775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMA,Cordell-2001-Tree Physiology,NA,NA,16,2500,NA,Metrosideros polymorpha,Myrtaceae,Metrosideros,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,Other,100,8,800,207.46074,193.06282,4,4,11.78008,7.85342,0.07193,0.00122,819.85292,2,409.92646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMA,Domec-2016-Journal of Plant Hydraulics,35.97N,79.13W,14.8,1168,4.9,Pinus taeda,Pinaceae,Pinus,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,NH4NO3,112,1,112,81,79.1,4,4,5.3,2.9,0.02374,0.00141,711.04854,3,711.04854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMA,Feller-1995-Ecological Monographys,16.82N,88.1W,NA,NA,NA,Rhizophora mangle,Rhizophoraceae,Rhizophora,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Deciduous,NH4+,30,3,90,300.623,290.69,3,3,17.63574,17.63401,0.0336,0.00237,421.26473,4,421.26473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMA,Fownes-2004-Forest Ecology and Management,42.38N,72.35W,7.6,1145,4.9,Tsuga canadensis,Pinaceae,Tsuga,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,NH4NO3,150,1,150,6.92555,8.41975,6,6,2.1058,3.3257,-0.19536,0.04141,24.14785,5,12.073925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMA,Fownes-2004-Forest Ecology and Management,42.38N,72.35W,7.6,1145,4.9,Pinus strobus,Pinaceae,Pinus,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,NH4NO3,150,1,150,150.928,174.444,6,6,37.89606,27.28487,-0.1448,0.01458,68.56445,6,22.85481667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMA,Fownes-2004-Forest Ecology and Management,42.38N,72.35W,7.6,1145,4.9,Betula papyrifera,Betulaceae,Betula,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,150,1,150,64.9095,68.6225,6,6,6.06322,4.21067,-0.05563,0.00208,480.36336,7,480.36336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
